original_text,noisy_codeword,snr_db
ob,"[1.010181932319725, -1.7135560738603495, -1.2948143824275788, 0.4237667248668662, 0.0771924348539268, -0.8875976771720331, 1.2814438336105323, 1.8311975411211108, 0.36491090455990194, 1.4085598379573314, 0.7174279022848649, -0.2309264513880125, 1.5484507817503288, 1.5567099109459397, 0.8456813007264752]",5.0
La communication numerique est au coeur de notre societe moderne,"[1.0758079797731859, 0.5694178924486037, 1.091422881005359, 0.6760575084825223, -1.8476379272784529, -0.6203457985565186, 0.34191894964775327, -0.6894388214919862, -0.3065547649569277, -0.3538934100304919, -1.3434030370384515, -1.1018788668906516, -0.457522505797208, -1.4822931767357124, 0.5481767094253813]",5.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.0256090564051987, -0.7539945591483789, 2.4604842328579606, 1.0470445149584158, 0.461268912561288, 1.5021360165506212, -0.5141619057981655, -0.4303838697121798, -0.7628907017682106, -1.0251778183932994, 0.9398799757604819, -1.3811753718726663, 0.7773180019394612, 1.042450074479299, 1.646250464225481]",4.0
Hk,"[0.12115188322742465, -0.6106005406522703, 0.26849212457755545, 2.0771293408447447, -3.0191058978206424, 0.9024713291412267, 2.438112576858788, 0.7410544273529676, -0.07150280583619928, 1.0923203763864555, 0.7914424565699913, 0.11614208977255436, -3.8858408477240567, -1.5883634075854158, 0.6846349129153864]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.6023537291174448, -1.3092586892921603, 0.1623329258007452, 0.18890439040672113, -0.2608854064018884, -1.2675571868842153, -0.3862177464478249, -0.26070277744313597, -1.8196587631380157, -1.2203784382307206, -0.4594985351460341, -1.0568435306335286, 0.03324298561522321, -1.6658372842312605, 1.0587111613571425]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.9040271635074643, -0.06264056577811006, 1.2730565579395208, 2.0523424536454575, 0.15395243452920648, -0.30167311037053, 2.095506712211494, -0.39004846198420673, -0.4344308688834039, -0.0014713847555919424, 0.3821700320227961, -0.23063700269497633, -1.4220888601920845, -1.474813945476694, 1.0850181939275194]",3.0
La communication numerique est au coeur de notre societe moderne,"[0.9685071217640747, -1.1194056695225987, 1.0908989357458971, 0.9707721401041617, -0.8057175855639628, -0.9468384629320361, 1.2905104857221381, -0.295539568124655, -1.3046493073968133, -0.5053854666299018, -0.7189138747690409, -0.8868991777091542, -0.545788997361272, -1.501195148837016, 1.0347618961210494]",5.0
SFR,"[1.0073762762381653, -0.6296630468167825, 0.8989934806948454, -1.0151761140142395, 0.7586370203241434, 1.1208500020743537, -1.4674709116785607, 0.7416372733745102, -0.8608112777200982, -1.6522819838364444, -1.1263069873365021, -0.9884201350053864, 1.0447482369980414, -0.9067276182907915, 1.1206040847702374]",5.0
La communication numerique est au coeur de notre societe moderne,"[1.0063565502496574, 1.077132667732493, 0.4648613113336668, 0.33991310042572687, -2.1351312017497266, -2.079973358398594, -1.0477208870558137, -1.8146430178709338, 0.1449652979454592, -1.965484530533097, -0.23216414777102234, 0.11152047498351902, -1.411057294270409, -1.2074360786301237, 0.08758927309028286]",2.0
S,"[-0.16866116782132412, 0.25691105470753306, 0.5454585378237549, -1.757636209519063, 1.6468075425347508, 0.03046485578856517, -0.5756380388454239, 1.17379358707985, -0.874484903875194, -0.07715656471649401, -0.8384061066194805, -0.5621003487877105, 1.9560176076642009, -0.14700797549617717, 1.515945047009501]",0.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.859106068503305, -1.3267489205064296, 0.4049772474185096, 0.4652821146694377, -1.2489368353267958, -0.968102432969807, 1.1491130773341556, -0.3300168843998825, 0.07987309782642038, -0.607182322065607, -0.6581642544457795, -1.2260225763283774, -0.3047797018685111, -0.15531983191554266, 0.593974245364115]",3.0
N,"[2.124082175701188, -1.1345248300874002, 0.16222026480367902, 0.030495693057376982, -0.7164283136816274, -3.4782498758933107, 0.616048631934702, -1.4244242434251495, -1.1058360203198507, -1.12297528154267, -0.8232571663700459, -3.398003293398758, -0.29696637345484533, -2.498494760204731, 0.7739833728306451]",2.0
zvSw,"[1.4430743270832747, -2.6294256303001973, -1.1195685997022997, -0.6126769777485026, -0.7364895161386127, 0.12893360674127596, 1.4293288983850667, 0.40396243612443905, -0.35853627363970497, -2.1468295209609227, 1.6420662537157207, -1.301967104781867, -1.527153795269986, -1.0513965161395638, 1.7732819407788987]",1.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.6864766975438331, -0.1990372836367148, 1.7363639798670794, 1.4928670869253537, 0.4869672064449735, 0.6772715960008862, -2.477868428157815, 0.05450339427425699, -1.268408289183835, -1.7346652991369589, 1.0298386748013189, 0.6382436746299551, 1.163391697036021, 0.7107216243835935, 1.9623962315483026]",3.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[3.0303973567632903, -2.437333739066065, 0.03809494612017783, 0.21943581151255964, -1.4904530307625752, -1.490627121944987, 1.5522192100885506, -1.349884512783651, -0.30339319644096063, -1.789092033430331, -0.15639641782806823, 0.11963433819074587, 0.23921299501836746, -1.3011551351266255, 1.1118188285328785]",0.0
MR,"[1.5732563031829243, -1.627593767280906, 1.4727643060084747, 1.5867635878521464, -0.25612701185929687, -1.4267215602579506, 1.0300561274543087, -0.6833829482206941, -1.0798391067376634, -3.149678582955478, -2.3785239054588834, -0.7165052980599771, -0.8187774924522074, -1.6716477307083082, 1.2910817049690755]",3.0
ukvtft,"[2.0470596336079114, -0.5392190444868543, -1.4004506596023383, -1.746069556434667, 0.582576414600134, -1.0375585495165647, -0.7752185426223679, 1.3883045216799705, -0.8270631345871184, -0.5266655860590765, -0.31824220147033455, -1.2464429601724034, -0.5414718180645666, 1.378290032357227, 1.5454644550266385]",4.0
WaC,"[1.9035356631253997, -1.2968004801981503, 0.7951494752882124, -0.7086560397116859, 2.091156488687373, -1.3852631423340047, -0.3451096151970544, -2.024712525963454, 0.8008435762427586, -0.10665163795154364, -0.13935982871829444, 0.21631739451363197, -0.3657882485356494, -1.2731839881604103, 0.41217266649638307]",0.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[-0.07305669906622225, -0.6968567188102545, 0.7382318308726774, 1.6838683348665964, -1.7443641844338922, -1.1886030783430177, 1.0927850946281685, -1.4904625819223019, -1.7186095152638945, -0.6578388550174904, -1.5181637855261072, -0.5433890304997208, -1.426906212622409, -0.36316656686240734, 0.5281751695751716]",5.0
SGRkP,"[-0.1484712208604646, -0.7059587196168159, 0.8962650711975393, -1.142216423604282, 1.3033589554213074, 1.3344283665998529, -0.33420236465416797, 0.6050177311762824, -0.7719296426977764, -1.509422693352195, -0.8167970969763368, -1.0049979507187348, 2.0680403702070187, 0.4373076373805884, 0.651166929735303]",5.0
La communication numerique est au coeur de notre societe moderne,"[0.08827691153698047, -0.6571127486577271, 1.8921442988989825, 0.5566881739898171, -0.986348748161649, 0.10662609395010625, 0.8270738922207381, -1.862135985437539, -1.599301195405475, -1.967882716090744, -1.2368454612616906, -1.1979688375264546, -1.389700344328349, 0.3310870756503992, -0.26667036459997884]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.7340653779535327, -2.1813863445605204, 0.8554566103563722, 1.206120960612015, -0.610185371815081, -0.7177615168581805, 0.9161744428176886, -0.17004552256245598, -0.3938120424488013, -0.7789215194398025, -0.8809195767954983, -2.0660515619675337, -0.8902415986495182, -1.8987249441570504, 2.7827397675537817]",3.0
La communication numerique est au coeur de notre societe moderne,"[1.031918273399006, -1.4470138024278842, 1.746346319671538, 0.9241537870440185, -1.0591097613771963, -1.042317218958909, 0.9638680555859291, -0.8668335968742923, -1.0025638912159949, -0.7056627299307645, -0.4295278971247801, -1.6790153144896476, -0.8446210888889936, -1.0431737164970376, 1.8879937478384117]",5.0
RKqq,"[-0.2284437586225463, -0.2086403565858731, -0.3911355868173281, -0.44295054377461407, 0.7629521174309037, 0.02008517402318477, -0.4516315158555183, 1.9474261475420496, -2.3445759851382286, -0.05448403574863381, 0.27440751373038363, -1.3506203315045109, 1.3825138363375946, -3.2161250413449642, 1.1886677729547976]",3.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.052070460626417, -0.6323153209777161, 1.1142082337916424, 1.5432581738475033, 0.47865458269774197, 0.40950671885831935, -1.181572559063357, -0.8752503715814282, -0.511853801143608, -0.4087199007580431, 0.8693290917987466, -0.9270000837966952, 1.228460606770284, 1.3454197121586933, 1.140164812264408]",5.0
kLYJ,"[0.6648518020178402, -0.9322085258883147, -1.6241755165352139, 0.6291621822070602, 0.055058585845837005, 0.47576989289919347, 1.2395184103351733, -0.17977697857792707, -0.7969221165236049, -0.7690312604366141, 0.30881175277807094, -1.3483588645493914, 0.9892991417697334, 0.20420838086524107, 1.2116286892607147]",3.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.4865810433872035, -2.2179623800022066, 0.5403690814048432, 1.7712030024197767, 0.4692566186597592, 1.1338893470466582, -1.0726894739854786, -1.0115466997807265, -2.3466493757395575, -0.621197095173071, 1.2225486688429825, -1.3077887644443158, -0.2115039282843194, 0.7698503087504011, 1.2388686293452191]",3.0
gQIgX,"[1.677539355579115, -0.9059014044580302, -0.8085511448805089, 0.748362887797248, 0.8257539155927298, -0.47462986576692123, -0.6986707914417807, -0.9320035968399777, -1.2502466146741762, -1.622258675039339, 0.9443138706746765, -0.8152212662742275, -1.2038003266178858, -1.60806757684391, 0.9956080050674602]",4.0
hggkoWb,"[1.6776152710654746, -1.5253737492886732, -1.5742993759640553, 1.9996056966738889, -0.5814655118924446, 1.4349245101480423, -0.5946691914968856, -1.9539399995690623, -0.36309369899795607, -1.2588718430314696, -1.174942631339241, -1.640734740811213, 1.092661898971129, 0.29269257748142374, 0.8086892119660708]",4.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.12113655119741051, 0.12945161767590618, 0.7680130896539233, 1.8925029463119525, 0.7158248467079791, 0.4663654153139215, -0.8016079966300836, -1.0531882386931313, -1.090915724171265, -2.0758632477924626, 1.892444078624699, -1.4969491377113588, 0.8743840315252966, 1.2488996305254094, -0.0033892110891142746]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[-0.01998745795797552, -1.7467466691108573, 1.6079439132807634, 1.5805055042842633, -1.7947534672042766, -0.7571820286535362, 1.9971524311898938, -2.2544387936957966, -0.703240085165608, -0.5259951741855561, -0.23991097647372717, -1.193353612829107, -1.2086127671694853, -2.2505611415829954, -0.26907461484297746]",2.0
afoIW,"[0.766404179187299, -2.2494807526352116, -0.5999041680367638, 0.28486742174114554, 1.1540175914418778, 1.4429421059389345, -1.0811372626153433, 1.8691271118518231, 1.4718872802803369, 0.3964024990315179, -0.3153004425071433, 1.1801446395083748, 0.9482141397853436, -2.002961001442593, 0.5795551413824038]",2.0
rGL,"[0.0782033539565623, -0.6285699877634449, -1.3455051487767227, -0.3746734624489708, 0.5114533958189369, 0.4143680173020797, -3.5390349203756553, -1.0101797572332722, 1.8772577215524917, 0.6010206255071467, 0.41612773028779393, 1.0684498771210849, -0.9998999019516368, 0.1392416346901374, 0.11360451574622554]",2.0
RgrpHAu,"[-0.013450474194335316, -2.018580988047988, 1.6846934180777513, -1.0749117256565939, -0.7200826529863933, 0.1313848522127845, -1.716212238378819, 1.3440871203982458, 0.01682994799631876, -0.07611539612455231, -0.2980203113506026, -0.8259214216177861, 1.7993216180583171, -1.0519698166961577, 0.9903441922286441]",4.0
La communication numerique est au coeur de notre societe moderne,"[1.2819808352257378, -0.415792212638717, 2.2975578017841976, 0.2678177113504354, -0.7562443616164556, -2.277960122318794, 0.6384693782225157, -2.0808075347243804, -0.6715111715848423, -0.36814112727049475, -1.0070810867296887, -0.5224245196843321, -1.4198671123085074, -0.68781264843752, 1.75377633760067]",4.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.3754622712037643, -0.6414848595664304, 0.9563807806306823, 1.0140672566222753, -1.0087989289522996, -0.7427700904039718, -0.23649727205244342, -1.7178420847603488, -0.09854269079897549, -1.9552120764117555, -1.6803317299667406, -0.2291438448659887, -0.9157208485355532, -1.8879825731315483, 1.2940644105684427]",5.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[2.1097058946271625, -1.7503897067463463, 1.286487764974551, 1.1398199420074397, -0.09955801854934421, -0.4190527445634391, 0.38177443786365184, -2.6251609606828223, -1.3339095675855122, -2.1808867265158596, 0.008112493747439053, -0.4496013626194827, -1.1116340324360148, -0.5579437527117972, 1.1657613501190474]",2.0
Z,"[1.299111621556725, -0.9402464587266918, 1.408476590742699, 0.3344142553457803, -0.8274987199930086, 1.4600701832647327, 0.5917424178193027, -1.6805073965589035, 2.1305493480190307, 1.085584590486213, -1.8043687081744588, 0.5200838457554164, -1.725326435474281, 0.3293683653911781, 0.5877292719214242]",3.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.6956702091731232, -2.9498429598141436, 1.3524595763137253, 0.8688995384774362, -1.5754244460836608, -2.062654319499586, 1.3347337347583446, -0.5252150186773832, -1.6321702685728203, -0.25396804910607773, -1.0346076180335133, -1.3114682757181368, -0.4180150622237939, -1.472527282484866, 0.5163420468068314]",4.0
La communication numerique est au coeur de notre societe moderne,"[0.5650583002487966, -1.379402580924118, 0.005830115903837307, 0.791688637382743, -0.8235332276091224, -1.3079009004303397, 1.664695564871625, -0.8075240455706585, -1.3741691214078964, -0.1351181980007362, -1.9872228933285405, -1.317472866089593, -0.9668545183566143, -1.1872721917333076, 2.602995457289224]",1.0
tEyHzWj,"[0.7190036620607656, -0.5754584419041717, -1.317058402277892, -0.6459791810676339, 1.8869926673410573, -1.3447906191394274, -0.27668498562768573, 2.322580603765319, -1.3318687628675157, -2.0837904580300104, -1.3857646489920832, 0.19552495284102633, -0.32236546061166005, 0.22400800725986558, 0.25928572241752423]",0.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.6599328621149925, -0.364277200594759, -0.45119333344577806, 0.4564205803956073, -1.2348681955486107, -0.15222017355716289, -0.3642498363341886, -0.7719275749694906, -0.3861314118753656, -1.8070381872275978, -1.2847252585599458, -0.27728809213299155, -0.6828927447616755, -1.5461591179843233, 0.22677053169269978]",4.0
L,"[0.32325689802418367, -0.6866429729431347, 1.7993155139048693, 1.534476390507537, -0.8749659426488187, -0.9704988137806103, 0.29153687227628966, -0.49809356651605574, -1.3313948218768603, -1.465335482830057, -0.26800422543627833, -1.6343685213827996, -0.5513357580836364, -1.7062646777086101, 1.4875738898642652]",4.0
IkekUPs,"[1.4172571014972273, -0.22701385259469908, 0.9784187887058481, 2.4893814011137096, -0.27394271934652026, 1.8748190048684323, -0.0952345665896357, 1.2652427926170466, -0.27455242166348803, 0.058999356670763725, 1.7779575241362653, 0.7577895916958335, -1.577699055606038, -0.09822880942655832, 0.3924130360751137]",2.0
Q,"[0.8289024520689388, -2.4772694683063126, 2.9933883249082234, -0.7594137309209318, 2.117465757401142, 0.8878099438758443, -1.48870014847496, 0.9461629750489065, -0.7447487922159621, -0.4521371021374181, -0.30274587618047555, -0.055809561035983446, 1.5183216870861105, -0.26593189913079696, 0.6263497385164453]",1.0
