Mot original,Trame codée bruitée,Trame binaire originale
h7ht89,"0.8517133285638581, -1.0144469800485862, -1.0064847230013676, 1.1863382431864717, -0.9150781051647997, 0.951281902802771, -1.023007364468098, 1.0252661562615855, 1.0551161263843731, -1.0368005262800206, 1.1286044930642063, -1.0417197718961726, 1.0474836151250895, 1.073222734115382, 0.9683810373020715","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
kck0u,"1.0467344997937489, -0.9980708080316338, -0.8098921850599586, 0.9818337419686028, -0.9241216053463198, 0.9849987712999464, -0.9881545673153553, 0.9565672999295275, 0.9394468580112558, -0.7614321511211279, 1.038182894585764, -0.8101832911975412, 1.234156672953604, 0.9887021499770705, 1.036364290843307","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
p68eqg3e,"0.9110453011608753, -0.9793292956046419, -0.9697982321906917, -1.077716175898385, 0.8679861453840976, 1.1881286536037354, 1.0278246213020206, -1.0441294363565352, 0.9023528664950128, 0.9195434737364392, -1.2081389923856982, -0.8914546583013084, 1.037184599749999, 1.0754228082197246, 1.1000640569491598","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
nmq7wi1o,"1.0539786932145472, -0.8909748064197952, -1.0057148466096446, 1.0366898683956276, -1.1807995927849444, -1.1084975280154041, -1.087037128388416, -0.5711073474802328, 0.911656047505701, -1.1616769362286326, -0.9567702751971269, -1.2301683377370907, -0.8737015393627501, -0.877672127459908, -1.100487054740728","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
a7k8jzu7,"1.0655119574285836, -0.8352832474779874, -1.1108948529566105, 1.0532426137629134, 0.6349255289452368, 0.8443474395358836, -0.8701056406407148, 0.98742295806831, -1.076354282635736, 1.0037987210166923, 1.011243563116134, 1.0363871657386508, -1.2165735367761141, 1.0279416663831835, -0.9733341002091932","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
v7p605q,"0.844052537031318, -0.8785325070303079, -1.1872356052660245, -0.8248544412718003, 0.9822392799030808, -1.1458561127810012, 0.9919145239338318, 1.2468893298067498, 1.0199750176733593, 0.9738226943584811, 0.9933957930533583, -1.1124262625719992, -1.2719903640669652, -1.0945394412773, -1.1164403279640789","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
3ue73,"1.2068365618436439, 0.9535130529369609, -1.1319350505086243, -1.0634697660943067, 1.1082359070161711, 1.0044890049758022, 0.8335192296599778, -1.4464424521654504, 0.8652919158822072, 0.9249357492925796, -1.1135408050981495, 1.0896036313000668, -0.9762236955006247, -1.0423639601263988, 1.1405107178853668","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
bujzr,"0.8852966915581566, -1.0924106698535354, -0.7863271201838372, 0.9447752509734846, 1.1198113698181715, 1.088762542253929, -1.1094376990766273, 0.8236602158198327, -0.7975679912162963, 0.7459225488837471, 1.265022002810668, 1.011526151686809, -0.8636899909180782, 0.9979473985581179, -1.102160439340872","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
7,"0.8607280835482463, 1.2851514065388752, -0.9668530675234783, -1.021887843282866, 1.0093303889949323, -0.9471400208833676, 1.0005131369655702, 1.4207831311081227, 0.9976102599108163, 1.232291204587451, 0.7861686059792063, 0.9376329984795204, 0.9106002560112549, 1.0017261222032159, -0.8772198238176167","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
hwz2,"0.8960357159074084, -0.9548616233930188, -1.3945426057995667, 1.0098166904964543, -0.870182550928156, 0.9304688187072763, -1.1161345109607181, 0.8874894967083369, 0.9188560504440684, -1.1545055160732813, 1.0036983220232447, -1.106172177957046, 0.8975081671622825, 0.9893152984397694, 0.9786445986564364","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
,"0.780447823544891, 0.929439502456089, 1.1504751135681992, 1.08397438750056, 0.9646097640466, 1.0981717139829847, 0.9078945316832491, 1.1906200915758405, 0.8255145945812035, 0.9962990492432051, 0.8670444354941925, 0.8852663886925839, 0.9274565287145691, 1.0871386352833319, 0.9576415648585307","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
,"0.9715153221012504, 1.0592640077483406, 1.1163859220857755, 1.0872859887549284, 0.9684726686188267, 0.894658535935176, 1.0517050388724678, 1.2557115737796904, 1.0157827516349212, 1.0435653061115633, 0.9408123626823505, 0.9036962345785493, 1.0559741083414147, 1.0831745000864479, 1.0516462750611557","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
h2kr,"0.965610075170386, -1.164568988981921, -0.8540867771465722, 0.9826996547769294, -1.2286030665430323, 1.3515574293846204, -1.1029884644662742, 0.9146263602946885, 1.1789592094059578, -0.8354442485692266, 1.1081978298091366, -0.8577813146686378, 1.2424185464089776, 1.0442145891133663, 1.2996952868096505","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
aud49,"1.0765683665173167, -0.9250480796415461, -0.8660427976009896, 1.0096722684762571, 0.9991193636679602, 0.8816831693506841, -1.0177866984220385, 1.0793142684582215, -1.3151511647336989, 0.9198172823582891, 1.107708107479049, 0.9484403891035529, -0.9641022067025997, 0.6051046740780179, -0.9542203051001432","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
s2bz0nzo3,"0.703893175195027, -1.0474926548353911, -1.1208191133163279, -0.8966010918911109, 0.9794130927959094, 1.075740154338035, 1.0275494205276872, -1.0407038875298014, 0.8069174898569071, 1.0218210813837874, -1.0123503205486202, -0.9773610049388197, 0.9598855620156803, 0.8821230003249876, 1.04156631324592","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
zes,"0.8917183146079737, -0.8032751196813106, -0.8472350580673457, -1.0450815053254472, -0.8401000231708332, 0.7647281128207111, 0.9162063285052163, -0.9030166187792815, -0.9963788967962478, -0.9412027119349085, -1.1589244094507594, 0.9865337720187454, -0.9477003239086931, 0.8562200852879956, -0.9757067316833681","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
urm,"1.1708346573109674, -0.9153370096663869, -0.990616226355804, -0.7484836138414498, 1.1126190112886056, -1.069751178158048, 1.2286212387955702, 1.0889442281163328, 1.0661223454088653, 0.8826433444588512, 0.9030244574605945, -1.2552857816447365, -1.1985902108616586, -1.0818030632579327, -0.9645668905154112","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
3gh,"0.7313610623623086, 1.0750582191141522, -1.1928467197391712, -1.0674947807187198, 0.9157554526834167, 0.9243151808593257, 0.9472381078462111, -1.160882306922585, 1.1601447079558516, 1.0977474528574267, -1.223235332135737, 1.123023834433491, -0.8666431357850741, -0.8066937298924151, 1.1324605511401171","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
x312,"1.1562256222233123, -0.9283344775178309, -1.0021585830544315, -0.9390943289473718, -0.999448321065689, 1.1201270071402165, 0.8610965680275641, -0.9841699065764733, -1.2099307472731773, -0.9265535692824539, -0.7463623794512204, 0.787717776725508, -0.8189194387166964, 1.0579596242531197, -0.9108790965759495","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
pdr3,"0.9363951750162868, -1.0656488037160727, -1.1556401026002592, -0.948181192686647, 1.0879567138234103, 1.1106497630062302, 0.9570670638579356, -1.1060699298753671, 1.1499520039854603, 0.8895798542783069, -1.1272864676760033, -1.1444499436035098, 1.2024171095535645, 1.2154482300070313, 1.0281325933889445","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
,"1.092054997540792, 0.8885804840311297, 1.0827887600651418, 0.7327358729940698, 0.9885434812363332, 0.7598050459613221, 1.0160197309924761, 1.3615562973397217, 1.2329233357631817, 1.0190383809072014, 0.9072198971347484, 0.8431118614290635, 1.118678581527372, 1.1432233242455028, 0.9545267121029402","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
y1o8kvr5,"1.0493370917311657, -1.0534844444541793, -0.7732970937546366, -1.28390103179294, -0.9247934398187045, 0.9338454130340952, 1.029907638994306, -0.7162438644819177, -0.8705274670476767, -1.206375184799624, -1.274344357317013, 1.0414121146206414, -1.0385125903876122, 0.8399679665500435, -0.8678515012376333","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
l0,"0.8029194425017253, -1.107701596932068, -1.0106585107663362, 1.0528386706690178, -0.852898003654548, -1.0569107686588326, -0.9577687494014285, -1.2861544379404877, 0.9481931500556721, -1.0382057920135932, -0.9771675717946906, -0.9877836228008547, -0.8286127517205382, -0.9261440282001464, -1.1280292834671348","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
g590so5o,"0.9723503555974551, -1.0777349315952751, -0.8584526189263169, 0.8307981077369001, 1.0315298980667524, -1.137351597382363, -0.9615439361891782, -1.1747243699738519, -0.8186845419677551, 0.9469325407145627, -1.1233833339289774, 1.145878184238033, 0.9144400327508514, -1.0381699696715456, 1.3326649471454364","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
z89,"1.0354061881933367, -1.1314020679244692, -1.4204133569697708, -1.267500481812106, -0.9978204271363129, 0.8371256618871884, 0.9986125742148287, -0.9238380624236531, -1.020011832273295, -0.8651150398228996, -1.0526962856497506, 1.0088136102251897, -0.9945001667772687, 0.7304497891109404, -0.9187040974002492","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
pcnyn9mi7,"1.092580375219023, -0.9783217717762827, -1.0808095033135283, -0.8554976109152369, 1.1010725253918072, 1.1274223222060882, 0.9138735068037627, -1.079987875919616, 1.1400710551474982, 0.900010999941309, -0.9792525443582341, -0.9827213710683168, 0.9803294984171101, 1.1540021389332074, 0.9352622564024269","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
n,"0.9974637376024221, -0.8010946864163929, -0.7031908740172998, 0.8347481633127282, -0.9733286764899785, -1.0919845404561221, -0.8595671728548144, -1.0460508352189983, 1.064265676623948, -1.057048130286408, -1.2155236988671057, -0.9150898077742787, -0.9839383985263137, -0.7726719533677515, -0.8626614767354323","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
0w3kdz,"1.0036156670069958, 1.06703891587936, -1.0241116111679067, -1.0097769922266613, 1.1640503661184303, 1.0546342007575846, 1.0154429601314645, -1.0823923092164585, 1.1329730310490258, 1.005728214466988, -0.7788656137321373, 0.9922071980610986, -0.8231899833116592, -0.8827324276029559, 1.147985580637398","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"0.8597191702312561, 1.0426303577496026, 0.9613404026751177, 1.222773014816745, 0.79884255702579, 1.003951099247776, 1.060281857741942, 1.0076611236795912, 0.9218734966163343, 1.0400301973134323, 1.112447602525156, 0.9664399207716677, 0.9672285687448998, 0.8743341371071971, 0.9868142205417194","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
2tpwk,"0.9566112046074268, 0.9432520759366081, -1.0980677507000474, -0.8789443621391491, 1.2110353808107372, 1.1470118385870247, 1.0855619170109163, -1.087722806582929, 1.0522626779124375, 0.8212146538058155, -1.0031540772846945, 0.9394703876906699, -1.1506848837436883, -0.9226990438207381, 1.443996871592114","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
d8cw,"0.9001086854490092, -1.0721767019182065, -1.0485499398110179, 0.8267162470738721, 1.217968909283806, -0.972390860421016, -1.133623932235006, -0.8791966317261081, -0.9389370228206819, 0.8393341836414522, -1.1150175769164956, 0.830958137478393, 0.8887527947664204, -1.3264817569541403, 0.9468451149490794","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
6g8ucl4u,"0.7228781662720811, 0.9408551608545569, -0.94684551022996, -1.026094412801888, 0.9958967827100678, -0.9858667196665754, 1.2083994014476651, 0.8807831795847273, 0.9041562220868539, 1.307902409658288, 0.8626946924116041, 0.9657068000008517, 1.103772945528848, 0.7779789302221389, -0.9674882926127822","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
83b5mbr,"0.9170499057138553, 1.129686172948716, -1.2149233942603028, -0.874473946615342, -0.9791007763642903, 0.804573491294847, 0.9064358671499707, -1.3193716266876347, -1.0467582602450571, -1.2183030686769756, -0.89995999348474, -0.8935664194022995, 1.0526781751701875, -1.1830101440265783, -0.8757197148379736","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
x,"0.9407599367496009, -1.0717399676841821, -0.7427879726830955, -0.904681442328289, -0.9542112101460042, 0.7912413370458564, 0.9766103140985269, -0.8103926903697047, -1.032127289410632, -0.983492094496665, -1.0054228467472108, 1.011853904679917, -0.5910018599334823, 1.0336603623273104, -0.8797764226117246","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
tusyl,"1.0841502974777995, -0.9949714308716086, -1.1933074675601758, -1.133320843868903, 1.2918905435920343, -0.8817515695493416, 0.9501885972549966, 0.9821012655671483, 0.764354390287972, 1.074756948822487, 1.1184012172235756, -0.973246127667594, -0.9816958630467243, -0.9360643110760803, -1.2663067046725955","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"0.7217322218053822, 1.1401795968278556, 1.142188566694561, 0.9782600484580561, 0.9834962905573521, 0.9194422897284661, 1.1576056239581658, 0.695040757980758, 1.0140285711547148, 1.1425064899349577, 1.3830663541917976, 0.9628445218677921, 0.9713958757090401, 0.9226924841193384, 0.9432613857631567","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
xg4v735vs,"0.9446161159142802, -1.0925664687623848, -0.7077748256076305, -0.6639015353099476, -0.7277802204536383, 1.0486661560987465, 0.8669729311622856, -1.0552224458751809, -1.1370219915462743, -0.8456732234358186, -1.032546913766279, 0.8605032838262691, -1.1101219342925908, 0.8654715116046999, -0.797081634833245","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
qalo89vob,"0.8869257282712117, -0.712805935242302, -1.0142480893818155, -1.2035062604092097, 1.2390218961587394, 1.1450825077074138, 1.1562831046910802, -1.1636330510453547, 1.348341203249666, 0.7229984551180915, -1.299400563194177, -1.1877093598773383, 1.2046538456993066, 1.0621840519094248, 0.9438199839426517","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
,"1.0162216729561884, 1.014526081953449, 1.084846987867453, 0.8643210572013695, 1.028943186422317, 0.8220185662060253, 1.0360687348683937, 1.4362611119209021, 1.0600452996290999, 1.1505981267994654, 1.2489886184130383, 1.0244507977838606, 1.3669679163581658, 1.0771339600743928, 1.2394621989133894","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
fvbmalcfn,"1.066794029239204, -0.9616114315333794, -0.9439607131442498, 1.1007658235962863, 1.021882072146329, -1.128626956670518, -0.7402501233234036, -1.2163704669318205, -1.0592063673240733, 0.9179763648103894, -0.819314503496568, 0.9808357520876276, 1.0541922187260695, -0.8319730043230634, 1.0205126846834147","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
iz92ncjg,"0.802465154373667, -1.0171868599339988, -1.278473470517577, 0.8177415357534843, -0.9548516323854429, 0.9811646412814332, -0.8568343035867293, 1.050865930810415, 1.1453232713266426, -1.1266130925589533, 0.8969390585866462, -1.1566692678388326, 1.0078168627733473, 1.0993608942106015, 1.1856185309955747","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
fu4rgs,"1.0582650416706227, -0.9998876255179416, -1.126714317066584, 1.0865325214693644, 0.7121672159965486, -0.9884326887239355, -1.092482590858056, -0.9295213824677976, -1.0862005502717083, 0.6213947081175792, -1.0646724714151625, 1.152941463867457, 0.8276263039716293, -0.8569131350399194, 0.7103544470323054","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
o13df,"0.8832095697485274, -1.1570863490171472, -1.1896797325254316, 1.0751568364969397, -1.0022953890212247, -0.9457019080003899, -1.0331609021033579, -0.8874986939004214, 0.8833573540547908, -0.9048551832047685, -0.9291827662648656, -1.187365726350722, -1.1203791333628688, -0.9105366135869879, -1.155117828172892","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
g4wfa,"1.0268896394964853, -1.007704206795993, -0.6505921810753386, 0.9233055229230808, 0.9310172569496871, -1.183909824180723, -1.1704621227799938, -0.7102478883498216, -0.9140618597632968, 0.8252049370278453, -0.9600444459589161, 1.058852043395297, 1.0249853497634946, -0.6921532959947535, 1.0816441992889116","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
lnsw4yw4s,"1.0833751401974747, -1.0334326063101358, -0.8372188689172733, 1.0657941004513334, -1.2461856568226635, -0.997734423183477, -1.0163180365161724, -1.0006108787100487, 1.0618266359453346, -0.7961011792720979, -1.0687492318326135, -0.8992149937635421, -1.0359850441174348, -0.9896951740676065, -0.7991555300250532","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
0,"0.9972055592843558, 1.1302533995553006, -0.9583965609510158, -1.016425115290655, 1.0039744039447032, 0.941162207572654, 1.0252539990289524, -1.1562012659911596, 1.1325207680790903, 1.081446674593197, -0.9499093051347343, 1.238756325204654, -1.0931789094517275, -0.8213994720437423, 0.9900382869498523","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
5ynx7c1hk,"1.0204165049449416, 0.9467463465285201, -0.9482612716787121, -1.0172972299871068, 0.9566184978521071, -1.0425303555577081, 0.773501531255406, 0.9968738028510011, 1.0284077312810866, 0.9616914309247999, 0.9486549795078822, 1.03707984425214, 1.2281058818145505, 0.7657138374046636, -0.8799959898189985","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
a9z65swb,"1.098034259127816, -0.8998695253463422, -1.0583939444045654, 1.2290860842054265, 0.9504889105519264, 0.8489360780755294, -0.8378362198875069, 0.6399456999689501, -0.9910978938180404, 1.1569155130113744, 0.8226480887681784, 1.2034476867804709, -1.228590835944745, 0.9331029233792241, -0.944635282073822","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
42ggr19kfi,"1.2493419852346468, 1.163143982750739, -1.213763328926358, -0.9830028066633513, 0.8110166026954415, -1.127268415934401, 1.0526430223449261, 1.1347812113019295, 1.0224377342017996, 0.9943035630073577, 1.278210875798805, 0.8425735199662739, 1.0439962669958753, 1.04472759383387, -1.1649856191675108","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
9talub,"1.1280757089566116, 1.1056592458233683, -1.0017072269125, -0.7323596106325739, -1.160268632177431, 1.0620860268410204, 0.7817939905841211, -0.9483804346437206, -0.948445808688532, -0.9437477103839017, -0.9821955904776649, -1.0093128804241256, 0.7867662305787635, -0.9401558783686134, -1.0473747916268141","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
dtotek9i,"0.9903098455696858, -0.9121676578645953, -1.3118149356547948, 1.103239235061357, 1.178018687840168, -0.7680923651160192, -0.9015131737220329, -1.0058507943467123, -1.0335020012972425, 1.0451968402398513, -0.8311985632766361, 0.9145957010658632, 0.7938636144194988, -1.1030720355387402, 0.8544613109949384","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
upt28aa,"1.0196728982328198, -0.8418628202680554, -0.9402172973387195, -1.1374074738063282, 1.050351850119326, -0.8432396300761653, 1.19590203766972, 0.9334414890313966, 0.9330693395811265, 0.9193420568178492, 0.8044082319974941, -0.940922710202849, -1.1361423491677218, -1.1277484969161242, -0.9083185238524846","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
fuozf,"1.0239800523521245, -1.1072484677465486, -1.1034656343639462, 1.0895472549708796, 1.1187789533826589, -0.9526648818911738, -0.8302288954478056, -0.6412727967741151, -1.0568694788629567, 0.9145328554026848, -1.019391923958267, 0.9868581683786636, 0.8628714252891121, -0.8859575397619741, 1.1236501557968546","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
,"1.0162384059995504, 0.7827315717788274, 1.0978260498083205, 1.0598713709650074, 1.0623153542720816, 0.9780658883355582, 0.9124973495408721, 0.9289721603226445, 0.8564746998570669, 0.8920640926033925, 0.9948455625552809, 1.028339669440595, 0.9692115301780119, 0.9360351326424781, 1.0644448420488957","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
e5rx1yjd,"0.9494714042983556, -0.9320338458467402, -1.124501433024828, 1.0348682303725845, 0.9446845395704078, -0.8247028705178613, -0.891112126944836, -0.8158395864316869, -0.9047538665156329, 0.8072135523160813, -0.9830232900358032, 1.2521270224102674, 1.0970216133632327, -1.030906977534298, 1.1924126252587124","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
2pxkkea,"1.0833421478739076, 1.027950280121907, -0.8962744629441004, -0.802119979123812, 1.155890096147385, 1.0645820121002108, 1.1665366038412617, -0.6227844051988844, 0.7295767018772203, 1.0090273614469099, -1.0941734641961494, 1.0872534627058388, -1.0720850901519852, -0.9595878362290249, 1.0491497070091247","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
